,DB
2,0.852629991118314
3,0.9352741691204218
4,1.0029744871320094
5,1.154579933932926
6,1.0704827927493612
7,1.1215484350404719
8,1.210907028775042
9,1.2666153888115792
10,1.2922730553613166
11,1.2626359552200388
12,1.20863323706214
13,1.1953084687920446
14,1.2216741682027064
