,DB
2,0.5938814996780751
3,0.6352533507752884
4,0.8232178450249836
5,1.0161389232311202
6,0.9932321096527804
7,0.9863214183781385
8,0.957177019277156
9,1.0526140010301108
10,0.8488300141080227
11,0.9379042562338248
12,0.9135365826072538
13,0.7978651389820478
14,0.8102582385125069
