,DB
2,0.8466312992967285
3,1.1043697740401288
4,1.1411122058621568
5,1.1512544399143199
6,1.2589659410900778
7,1.1653390672600916
8,1.1568613091565088
9,1.1601348321308018
10,1.124048892374908
11,1.082081713789252
12,1.1138700556151022
13,1.0909794619445783
14,1.0991485132573036
