date,Peak Demand (MW)
2017-07-02,39287
2017-07-03,41479
2017-07-04,40038
2017-07-05,42270
2017-07-06,45307
2017-07-07,45241
2017-07-08,43472
2017-07-09,43623
2017-07-10,47199
2017-07-11,48449
2017-07-12,47487
2017-07-13,46969
2017-07-14,45290
2017-07-15,44008
2017-07-16,44732
2017-07-17,48035
2017-07-18,48135
2017-07-19,49236
2017-07-20,50422
2017-07-21,50237
2017-07-22,48989
2017-07-23,47255
2017-07-24,47313
2017-07-25,49686
2017-07-26,48452
2017-07-27,45162
2017-07-28,44830
2017-07-29,43458
2017-07-30,39691
2017-07-31,39160
2017-08-01,38217
2017-08-02,41828
2017-08-03,41311
2017-08-04,39207
2017-08-05,37206
2017-08-06,35671
2017-08-07,36708
2017-08-08,38615
2017-08-09,40056
2017-08-10,41870
2017-08-11,40349
2017-08-12,39036
2017-08-13,35151
2017-08-14,40747
2017-08-15,41976
2017-08-16,40930
2017-08-17,40895
2017-08-18,42702
2017-08-19,43795
2017-08-20,42552
2017-08-21,42234
2017-08-22,41555
2017-08-23,39823
2017-08-24,38958
2017-08-25,37645
2017-08-26,37287
2017-08-27,37066
2017-08-28,37970
2017-08-29,37434
2017-08-30,38002
2017-08-31,38428
2017-09-01,37333
2017-09-02,37695
2017-09-03,39646
2017-09-04,39866
2017-09-05,38546
2017-09-06,32910
2017-09-07,34668
2017-09-08,36984
2017-09-09,35462
2017-09-10,35050
2017-09-11,37387
2017-09-12,36275
2017-09-13,38630
2017-09-14,41100
2017-09-15,40073
2017-09-16,38065
2017-09-17,34893
2017-09-18,35968
2017-09-19,41587
2017-09-20,41951
2017-09-21,43889
2017-09-22,43047
2017-09-23,40172
2017-09-24,37122
2017-09-25,35709
2017-09-26,34004
2017-09-27,30054
2017-09-28,29923
2017-09-29,30843
2017-09-30,29349
2017-10-01,30263
2017-10-02,35581
2017-10-03,34356
2017-10-04,32155
2017-10-05,31899
2017-10-06,33675
2017-10-07,32061
2017-10-08,30746
2017-10-09,33158
2017-10-10,31726
2017-10-11,27729
2017-10-12,29739
2017-10-13,33791
2017-10-14,33153
2017-10-15,31679
2017-10-16,27548
2017-10-17,28008
2017-10-18,28795
2017-10-19,29594
2017-10-20,29238
2017-10-21,28686
2017-10-22,28235
2017-10-23,27602
2017-10-24,28380
2017-10-25,28482
2017-10-26,28395
2017-10-27,29284
2017-10-28,28824
2017-10-29,27205
2017-10-30,29081
2017-10-31,30738
2017-11-01,30176
2017-11-02,29486
2017-11-03,30058
2017-11-04,28841
2017-11-05,27531
2017-11-06,29763
2017-11-07,30974
2017-11-08,31071
2017-11-09,31377
2017-11-10,31658
2017-11-11,30269
2017-11-12,27812
2017-11-13,29265
2017-11-14,29785
2017-11-15,29453
2017-11-16,29842
2017-11-17,29361
2017-11-18,28724
2017-11-19,27915
2017-11-20,30725
2017-11-21,29980
2017-11-22,31854
2017-11-23,30115
2017-11-24,25544
2017-11-25,26235
2017-11-26,26347
2017-11-27,29246
2017-11-28,28310
2017-11-29,29384
2017-11-30,30043
2017-12-01,30423
2017-12-02,28756
2017-12-03,27394
2017-12-04,28832
2017-12-05,31521
2017-12-06,32733
2017-12-07,34958
2017-12-08,36643
2017-12-09,34247
2017-12-10,30482
2017-12-11,32235
2017-12-12,33033
2017-12-13,33108
2017-12-14,32094
2017-12-15,33039
2017-12-16,31298
2017-12-17,29379
2017-12-18,31230
2017-12-19,31170
2017-12-20,30619
2017-12-21,31055
2017-12-22,32511
2017-12-23,33254
2017-12-24,31934
2017-12-25,32034
2017-12-26,34762
2017-12-27,37694
2017-12-28,38186
2017-12-29,35377
2017-12-30,34789
2017-12-31,36889
2018-01-01,38892
2018-01-02,40797
2018-01-03,39881
2018-01-04,39238
2018-01-05,38297
2018-01-06,34785
2018-01-07,32673
2018-01-08,33369
2018-01-09,33316
2018-01-10,33429
2018-01-11,34131
2018-01-12,42140
2018-01-13,38356
2018-01-14,35894
2018-01-15,38178
2018-01-16,44416
2018-01-17,44046
2018-01-18,40464
2018-01-19,36052
2018-01-20,31774
2018-01-21,28630
2018-01-22,32136
2018-01-23,35085
2018-01-24,35886
2018-01-25,34327
2018-01-26,31907
2018-01-27,29312
2018-01-28,29959
2018-01-29,36007
2018-01-30,36135
2018-01-31,32717
2018-02-01,32866
2018-02-02,36340
2018-02-03,32440
2018-02-04,31633
2018-02-05,38487
2018-02-06,37115
2018-02-07,37610
2018-02-08,36917
2018-02-09,33855
2018-02-10,34483
2018-02-11,35223
2018-02-12,38498
2018-02-13,35681
2018-02-14,32410
2018-02-15,29570
2018-02-16,31934
2018-02-17,31166
2018-02-18,28611
2018-02-19,29864
2018-02-20,32460
2018-02-21,35887
2018-02-22,35580
2018-02-23,33471
2018-02-24,31616
2018-02-25,29840
2018-02-26,32491
2018-02-27,30569
2018-02-28,29614
2018-03-01,29947
2018-03-02,31678
2018-03-03,28263
2018-03-04,26565
2018-03-05,29115
2018-03-06,31694
