,DB
2,1.1945996369707812
3,1.1547349427547806
4,1.153002751289951
5,1.251207094451344
6,1.3367266018910098
7,1.3102544966113712
8,1.3104365594005252
9,1.3076274574005164
10,1.2868360198944242
11,1.2867055910626484
12,1.2520758567691883
13,1.2993995172650872
14,1.2740703740055905
