,DB
2,0.9592430327187685
3,0.8483355858386279
4,0.9113824385197602
5,1.0694663283087658
6,1.0845008635138242
7,1.144983323156847
8,1.2321678759724233
9,1.1626098341367208
10,1.0623865200476657
11,1.1291382677056603
12,1.1659116061567565
13,1.1725479007368043
14,1.1493388031689034
