,DB
2,0.8466312992967285
3,1.1043697740401288
4,1.1410378748223253
5,1.1512544399143199
6,1.2385817219826853
7,1.0897690323902611
8,1.1569748316111528
9,1.0993230921076376
10,1.1210250990714927
11,1.0910361988393495
12,1.0658724826453005
13,1.120012503543022
14,1.1648524915205292
