,DB
2,1.014864124235824
3,1.1537433348313917
4,1.1501047366731663
5,1.1522853722025057
6,1.1186622703098263
7,1.0729577187329478
8,1.072284183151925
9,1.0732790778569017
10,1.0524489909884105
11,1.0281178859248241
12,1.1048087729833596
13,1.1139856910607222
14,1.1912567056662406
