,DB
2,0.5776765423920475
3,0.7521905542563276
4,0.8211877819632334
5,0.9847939432719922
6,1.077326849922041
7,1.1140962482311019
8,1.174716354161994
9,1.089444997663193
10,1.1355870517532947
11,1.1490623651776728
12,1.1890952000873072
13,1.1959378765328235
14,1.167802590990399
