,DB
2,0.8803448475282744
3,0.8699011034995316
4,0.8866695089157499
5,0.990813611588122
6,1.0570800935858575
7,1.1072578764121486
8,1.1515953678811723
9,1.1631902460803545
10,1.162326666148906
11,1.0983272955691807
12,1.1665811186282533
13,1.166381639849722
14,1.125079571312839
