,DB
2,0.9920546221016071
3,1.0305849137518928
4,1.1007081499197116
5,1.0892643723621105
6,1.0031453891130209
7,1.0952638132857304
8,1.0330907362293555
9,1.038828760428954
10,0.9573113873954118
11,0.9599058490788895
12,1.037177805991013
13,0.9500830989245661
14,0.9962289217983813
