,DB
2,0.9740151329972268
3,1.1390125783101663
4,1.2003509920700555
5,1.1737383897050957
6,1.2649066819018273
7,1.3137474828044593
8,1.294933644989016
9,1.2427054155108983
10,1.250492151628689
11,1.280988326047387
12,1.301137357151347
13,1.3537472639194301
14,1.3212267538367517
