,DB
2,1.1631057779761467
3,1.057993269925683
4,1.095747910241819
5,1.1873506665818336
6,1.2175460074921653
7,1.0837595462002416
8,1.1305029167619045
9,1.1464985183279934
10,1.1089631580345964
11,1.1364517320056655
12,1.1613878409805805
13,1.2069071791668287
14,1.239176372754417
