,DB
2,1.1631057779761467
3,1.0581185335493741
4,1.1005082278261988
5,1.2179359372374634
6,1.215495735638955
7,1.07877978496817
8,1.1306385260654213
9,1.1425334494189467
10,1.114085343599415
11,1.1210381658604616
12,1.1434347811263106
13,1.2521906834859267
14,1.2589963698352522
