,DB
2,0.7172047168083142
3,0.9063551888411157
4,0.973443151338429
5,0.8461016813461496
6,0.8195976152686607
7,0.9275196930678534
8,0.8549399445723956
9,0.9317144542337671
10,0.9299191800447467
11,1.0081099996040201
12,0.911816358874732
13,0.9374170045527832
14,0.8755765824671651
