,DB
2,0.9435076302621717
3,1.0364356404907975
4,1.1424458430188382
5,1.1478543704256647
6,1.1852479188579035
7,1.1204824412063334
8,1.1712714544770306
9,1.158456941066743
10,1.1096452789185631
11,1.1387284129012323
12,1.1995729856389803
13,1.1651898805577094
14,1.1693100971049148
