,DB
2,0.852629991118314
3,0.9352741691204218
4,1.0029744871320094
5,1.1537457521635166
6,1.0586073054260619
7,1.1416505300376423
8,1.1637891392636281
9,1.2629121030142543
10,1.1850146439105311
11,1.25466814689738
12,1.2240003491953704
13,1.182102999043252
14,1.1838592972357935
