date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015-08-05,63707,61263,59382,57570,53654,49726,45546,43502,41712,40657,40460,41623,43231,43976,46601,50066,54202,58126,61463,64718,66956,68092,68455,68007
2015-08-06,66689,64251,62071,59686,55417,50949,47124,44356,42493,41209,40843,41716,43333,44013,46347,49850,53781,57684,61254,64611,67182,68563,68908,68519
2015-08-07,67196,64738,62370,59957,55652,50987,47193,44414,42417,41060,40641,41426,42640,43396,46117,49862,53909,57716,61182,64481,66986,68285,68693,68118
2015-08-08,66409,63626,61044,58752,54879,50821,47233,44371,42150,40688,39764,39663,39882,40107,43138,47063,51239,55232,58807,61715,64081,65702,66603,66331
2015-08-09,64922,62286,60033,57875,54266,50490,46998,44164,42015,40453,39125,38497,38169,38007,40746,44752,48918,53014,56948,60367,63003,64944,66132,66351
2015-08-10,65436,63132,60897,58532,54391,49966,46050,43122,41149,39889,39617,40422,41929,42567,44993,48646,53011,57588,61695,65320,68030,69430,69785,69612
2015-08-11,68229,65677,63197,60257,55505,50542,46523,43740,41808,40610,40229,41170,42869,43536,45738,49170,53210,57697,61938,65794,68498,69626,69391,68151
2015-08-12,65063,62409,60371,57967,53807,49414,45990,43274,41229,39921,39462,40451,42153,42718,44874,48519,52746,57060,61176,64726,66976,68131,68408,67760
2015-08-13,65825,63066,61143,58512,54085,49571,45936,43168,41210,39867,39312,40314,42088,42722,44701,48146,52446,56682,60522,64206,66286,67350,67709,67074
2015-08-14,65094,62409,60369,57730,53560,49111,45414,42762,40858,39481,38948,39843,41636,42293,44555,48031,52196,56222,59799,62866,64986,66029,65794,64466
2015-08-15,62083,59178,57137,54725,51172,47441,44030,41352,39206,37679,36805,36780,37228,37457,40147,43928,47863,51951,55251,57740,59385,60116,60758,60538
2015-08-16,59169,56473,54572,52260,48808,45134,41722,39056,37059,35658,34719,34422,34560,34587,37247,41285,45770,50203,54112,56925,58676,59794,60633,60326
2015-08-17,58190,55522,53923,52086,48450,44373,41027,38713,37198,36353,36290,37477,39601,40245,42438,45894,49890,53855,57278,60284,62425,63750,64407,63855
2015-08-18,62029,59372,57762,55315,51130,46817,43626,41342,39718,38638,38431,39592,41620,42241,44276,47564,51271,55049,58397,61283,63476,64916,65286,64472
2015-08-19,62767,60146,59032,56870,52929,48735,45575,43361,41868,40858,40591,41806,43928,44314,45460,47690,50849,54035,56861,57991,57987,58083,57842,56612
2015-08-20,54785,52706,51896,49989,46429,42550,39427,37177,35827,35072,35166,36606,38898,39529,39994,41027,42058,42897,43292,43447,43248,43241,43349,43060
2015-08-21,42479,42142,42825,42128,39844,36962,34633,33103,32171,31746,31986,33474,36096,37293,38718,40719,42875,45244,47781,50932,53835,56028,57095,56511
2015-08-22,54458,51853,50598,48746,45755,42607,39890,37936,36533,35648,35200,35477,36418,37003,39743,43638,47650,50891,53612,56025,58117,59571,60289,60072
2015-08-23,58636,56323,55069,52945,49790,46448,43385,41063,39339,38107,37284,36917,36957,36904,39765,43926,48220,52407,56175,59040,60654,61727,62400,62359
2015-08-24,61023,58730,57499,54765,50544,46166,42757,40356,38613,37662,37608,38998,41811,42124,43816,47095,51125,55127,58867,62134,64276,65549,65933,65135
2015-08-25,63484,61069,59787,56757,51853,47078,43543,41050,39301,38168,37951,39528,42434,42740,44045,46992,50468,54061,57283,58520,58156,58323,58085,57077
2015-08-26,55360,53538,53111,50789,46492,42247,39073,36880,35407,34620,34576,36124,39206,39531,40873,43686,46945,50190,53219,56211,58623,60662,61810,61562
2015-08-27,59738,56769,55069,51816,46991,42305,38828,36442,34765,33782,33667,35156,38070,38620,39884,42806,46481,50164,53572,56867,59399,61038,61966,61303
2015-08-28,59130,56352,54956,51743,47080,42477,38968,36527,34779,33762,33541,35026,37710,38200,39474,42286,45667,49090,52282,55709,58489,60464,61460,60801
2015-08-29,58466,55221,53499,50719,47255,43545,40331,37774,35899,34566,33822,33870,34361,34722,36816,40020,43545,47020,50278,52964,55057,56522,57119,56739
2015-08-30,54609,51953,50619,48206,45064,41595,38593,36293,34634,33441,32732,32638,32918,33129,35259,38408,41926,45520,48891,51916,54242,55606,56253,56195
2015-08-31,54748,52851,52098,49492,45495,41272,38150,35985,34634,34015,34204,35879,38951,39600,40864,43967,47642,50951,53313,55249,56734,57816,58887,58695
2015-09-01,56781,54540,53715,50937,46655,42415,39419,37358,36033,35183,35135,36658,39694,40281,41113,43225,45863,48436,50565,52882,54803,56164,57098,56807
2015-09-02,55262,53262,52716,50358,46240,41955,38770,36672,35164,34355,34299,35896,38854,39392,40583,43252,46410,49478,52469,55318,57655,59214,59907,59516
2015-09-03,57805,55439,54508,51683,47420,42865,39535,37223,35658,34754,34689,36144,39299,39958,41465,44319,47801,51064,53992,56734,58923,60207,60764,60240
2015-09-04,58352,56182,55220,52520,48434,44191,40949,38668,37079,36330,36352,37798,40921,41521,43054,46310,49694,52779,55578,58086,59810,60619,60745,60079
2015-09-05,57976,55510,54425,51929,48774,45404,42344,40089,38448,37234,36592,36513,37020,37304,40002,44206,48251,51606,54297,55421,55852,56488,56908,56879
2015-09-06,55796,53786,52952,50756,47781,44580,41627,39392,37683,36540,35745,35452,35619,35653,38077,42062,46183,50183,53848,56701,59083,60576,61097,60852
2015-09-07,59293,56887,55616,53157,50011,46425,43169,40685,38818,37603,36992,37044,37405,37103,39500,44079,49063,53595,57258,59801,61450,62257,62692,62588
2015-09-08,61130,59005,58004,54958,50610,46191,42730,40403,38862,37906,37762,39265,42219,42970,44416,47663,51366,54981,58326,61400,63376,64187,64424,63850
2015-09-09,62053,59883,58803,55434,50794,46475,43116,40877,39188,38025,37752,38947,41733,42436,42940,44839,47288,49364,51010,52604,53692,54332,54610,54127
2015-09-10,52759,51376,50954,48368,44606,40864,38195,36299,35056,34497,34673,36580,39933,40776,41948,44558,47561,50963,53867,55664,56558,57265,57122,55541
2015-09-11,53196,51674,51005,48625,44875,41013,38048,36082,34831,34175,34334,36025,39197,40145,40924,42977,45268,47670,49743,51631,52915,53701,53411,51742
2015-09-12,49506,47646,46803,44623,41844,38655,35953,33982,32549,31596,31065,31176,31898,32258,34080,36780,39449,41777,43954,46024,47517,48767,49542,49300
2015-09-13,47664,45268,44089,41663,38713,35655,33022,30973,29460,28511,27926,27878,28228,28333,30262,33040,35716,38423,41151,43774,46115,48084,49399,49586
2015-09-14,48359,46491,45751,43414,39842,36343,33404,31342,30054,29532,29679,31395,34401,35148,36067,38270,40900,43464,46069,48626,50712,52363,53437,53118
2015-09-15,51323,49415,48689,46037,42041,38079,35155,33264,32136,31538,31779,33544,36805,37759,38779,41110,43779,46468,49238,51947,53779,55307,56129,55850
2015-09-16,54266,52705,52304,49794,45680,41640,38628,36662,35325,34656,34716,36423,39740,40646,41493,43817,46498,49211,51490,53961,55864,57240,58245,57748
2015-09-17,55768,53841,52958,50241,46243,42110,39054,37100,35744,35006,35011,36542,39727,40405,41498,44342,47685,50918,53823,56640,58630,60042,60711,59857
2015-09-18,57739,55565,54458,51458,47561,43162,39922,37781,36244,35425,35296,36720,39784,40373,41584,44601,47970,51166,53984,56990,59152,60629,61146,60117
2015-09-19,57422,54679,52928,50012,46573,42912,39610,37075,35326,34141,33466,33598,34407,34912,36965,40122,43396,46204,48231,49843,51484,52860,53515,53106
2015-09-20,51331,49316,48037,45618,42769,39704,36892,34722,33098,31959,31283,31066,31383,31571,33781,37410,41067,44642,47879,49994,51145,51629,51536,50896
2015-09-21,49347,48470,47640,45146,41630,37943,35150,33308,32189,31650,31998,33766,36988,38006,38757,41342,44506,47822,51201,54412,56822,58567,59313,58609
2015-09-22,56589,54577,53159,49823,45338,40997,37727,35416,34044,33247,33232,34773,37940,38695,39649,42558,45997,49446,52637,55569,57691,59234,59892,58951
2015-09-23,56552,54367,52991,49620,45257,41004,37634,35332,33640,32667,32532,34057,37003,37731,38567,41276,44480,47596,50617,53483,55592,57176,57902,57090
2015-09-24,54407,51892,49960,46525,42274,37872,34564,32487,31066,30321,30456,31996,35281,36155,36837,39382,42586,45936,49059,51956,54000,55459,56024,55113
2015-09-25,52838,51497,50293,47299,43321,39448,36395,34254,32919,32102,32031,33562,36766,37560,38373,41117,44432,47682,50549,53065,54413,54744,54281,52783
2015-09-26,50379,48454,46905,44514,41728,38487,35615,33457,31890,30762,30219,30414,31188,31715,33482,36676,40256,43775,46955,49405,50955,51926,51824,50592
2015-09-27,48425,46600,44997,42491,39622,36644,33981,31965,30609,29685,29081,29124,29541,29984,31542,34312,36987,39763,42460,44632,46034,46935,47275,47071
2015-09-28,45994,45397,44487,42130,39101,35573,32871,31051,29933,29551,29880,31709,35023,36244,36638,38307,40308,42569,44791,46935,48605,49710,50471,50019
2015-09-29,48524,47733,46915,44323,40618,36828,33957,32119,30939,30347,30465,32175,35506,36527,37230,39763,42821,46038,48899,51178,52982,54316,55093,54631
2015-09-30,52689,51265,49988,46892,42694,38603,35475,33389,31969,31196,31229,32880,36119,37004,37764,40364,43748,47038,50020,52948,55100,56825,57658,56834
2015-10-01,54569,52847,50853,47530,43149,38843,35587,33434,32017,31106,31071,32567,35667,36506,36956,39004,41420,43559,45670,48049,50286,51886,52652,51863
2015-10-02,49716,48540,47303,44533,40736,36960,34044,31987,30499,29593,29600,30956,33808,34467,34768,36217,37699,39199,40942,42940,44514,45835,46481,45850
2015-10-03,43550,42029,40706,38383,35738,32781,30309,28504,27274,26622,26320,26632,27546,28221,29586,31546,33315,34697,36085,37731,39471,41089,42093,41934
2015-10-04,40274,39548,38510,36654,34357,31854,29689,28047,26876,26163,25774,25921,26434,26749,28125,30214,32074,33833,35837,37883,39739,41419,42561,42820
2015-10-05,41600,41511,40609,38575,35465,32320,29880,28423,27532,27213,27585,29370,32562,33752,33988,35315,36812,38369,39893,41855,43409,44887,45856,45640
2015-10-06,44186,43917,42945,40267,36719,33107,30524,28835,27819,27352,27616,29333,32614,33738,33913,35575,37591,39695,41901,44452,46747,48617,49887,49660
2015-10-07,47751,46827,45464,42595,38635,34748,31905,30097,28946,28376,28586,30236,33481,34490,35006,37053,39725,42359,45064,47812,49830,51221,51896,51129
2015-10-08,49272,48681,47196,44446,40609,36710,33840,31904,30687,29964,30078,31784,35115,36234,36569,38714,41426,44003,46310,48301,49708,50773,51213,50421
2015-10-09,48629,48385,47023,44419,40886,37345,34440,32500,31299,30670,30753,32335,35599,36902,37188,38906,41036,43323,45458,47178,48180,48680,48601,47519
2015-10-10,45563,44773,43423,41267,38718,35727,33163,31241,29884,28983,28668,28938,29822,30457,31831,34280,36758,38968,41218,43472,45417,46881,47587,47021
2015-10-11,44997,43778,42079,39708,37060,34326,31948,30159,28850,28007,27543,27571,28059,28488,30000,32830,35858,39211,42784,46211,49073,51081,52085,51753
