date,Peak Demand (MW)
2019-04-26,47454
2019-04-27,47065
2019-04-28,48053
2019-04-29,49465
2019-04-30,48691
2019-05-01,49541
2019-05-02,48180
2019-05-03,44308
2019-05-04,46175
2019-05-05,49743
2019-05-06,49084
2019-05-07,50022
2019-05-08,48775
2019-05-09,49196
2019-05-10,46306
2019-05-11,38046
2019-05-12,41138
2019-05-13,48299
2019-05-14,50508
2019-05-15,53841
2019-05-16,54804
2019-05-17,55195
2019-05-18,53299
2019-05-19,55369
2019-05-20,58722
2019-05-21,56907
2019-05-22,59854
2019-05-23,60863
2019-05-24,59987
2019-05-25,57219
2019-05-26,55987
2019-05-27,57766
2019-05-28,58283
2019-05-29,57244
2019-05-30,57015
2019-05-31,56721
2019-06-01,60052
2019-06-02,58283
2019-06-03,64077
2019-06-04,61635
2019-06-05,54420
2019-06-06,62473
2019-06-07,61565
2019-06-08,63648
2019-06-09,62677
2019-06-10,58035
2019-06-11,53930
2019-06-12,57993
2019-06-13,60325
2019-06-14,61987
2019-06-15,62366
2019-06-16,61296
2019-06-17,59322
2019-06-18,64963
2019-06-19,68035
2019-06-20,67895
2019-06-21,67629
2019-06-22,65945
2019-06-23,63595
2019-06-24,62738
2019-06-25,58461
2019-06-26,60351
2019-06-27,60500
2019-06-28,64263
2019-06-29,61225
2019-06-30,56797
2019-07-01,63759
2019-07-02,62464
2019-07-03,61092
2019-07-04,61620
2019-07-05,65802
2019-07-06,64491
2019-07-07,65182
2019-07-08,67654
2019-07-09,68913
2019-07-10,70481
2019-07-11,68485
2019-07-12,66941
2019-07-13,64582
2019-07-14,61361
2019-07-15,67518
2019-07-16,70177
2019-07-17,69726
2019-07-18,70070
2019-07-19,69885
2019-07-20,67939
2019-07-21,66063
2019-07-22,65695
2019-07-23,63617
2019-07-24,60502
2019-07-25,60879
2019-07-26,62295
2019-07-27,63594
2019-07-28,63707
2019-07-29,66046
2019-07-30,70715
2019-07-31,70228
2019-08-01,69423
2019-08-02,69424
2019-08-03,67410
2019-08-04,62649
2019-08-05,69750
2019-08-06,71046
2019-08-07,73092
2019-08-08,72305
2019-08-09,73112
2019-08-10,71658
2019-08-11,71855
2019-08-12,74533
2019-08-13,74181
2019-08-14,72901
2019-08-15,70964
2019-08-16,72772
2019-08-17,70751
2019-08-18,71442
2019-08-19,73793
2019-08-20,71936
2019-08-21,71623
2019-08-22,71083
2019-08-23,68913
2019-08-24,64668
2019-08-25,65637
2019-08-26,74338
2019-08-27,73271
2019-08-28,67215
2019-08-29,70989
2019-08-30,68767
2019-08-31,60146
2019-09-01,64205
2019-09-02,66601
2019-09-03,68549
2019-09-04,68464
2019-09-05,68030
2019-09-06,68823
2019-09-07,68523
2019-09-08,67500
2019-09-09,67678
2019-09-10,65080
2019-09-11,63832
2019-09-12,65958
2019-09-13,65201
2019-09-14,64640
2019-09-15,64856
2019-09-16,65115
2019-09-17,62261
2019-09-18,63300
2019-09-19,61576
2019-09-20,62238
2019-09-21,61256
2019-09-22,60861
2019-09-23,64630
2019-09-24,65468
2019-09-25,67416
2019-09-26,66493
2019-09-27,63321
2019-09-28,62423
2019-09-29,62865
2019-09-30,64710
2019-10-01,64667
2019-10-02,65060
2019-10-03,64116
2019-10-04,62642
2019-10-05,61160
2019-10-06,62532
2019-10-07,58788
2019-10-08,50905
2019-10-09,57893
2019-10-10,62220
2019-10-11,59349
2019-10-12,36796
2019-10-13,40428
2019-10-14,49799
2019-10-15,56994
2019-10-16,54480
2019-10-17,39231
2019-10-18,43731
2019-10-19,50676
2019-10-20,52472
2019-10-21,51702
2019-10-22,43466
2019-10-23,44273
2019-10-24,45053
2019-10-25,44188
2019-10-26,38534
2019-10-27,37353
2019-10-28,41072
2019-10-29,41982
2019-10-30,43866
2019-10-31,49371
2019-11-01,49580
2019-11-02,41032
2019-11-03,38466
2019-11-04,39995
2019-11-05,42070
2019-11-06,43003
2019-11-07,43289
2019-11-08,44002
2019-11-09,42042
2019-11-10,36509
2019-11-11,45423
2019-11-12,56358
2019-11-13,56077
2019-11-14,50809
2019-11-15,49508
2019-11-16,44778
2019-11-17,38997
2019-11-18,41897
2019-11-19,39752
2019-11-20,40258
2019-11-21,41936
2019-11-22,42799
2019-11-23,41540
2019-11-24,38823
2019-11-25,39706
2019-11-26,41211
2019-11-27,42613
2019-11-28,41720
2019-11-29,39679
2019-11-30,40783
2019-12-01,41306
2019-12-02,45334
2019-12-03,46232
2019-12-04,42933
2019-12-05,41087
2019-12-06,41227
2019-12-07,40371
2019-12-08,38826
2019-12-09,42006
2019-12-10,45420
2019-12-11,49750
2019-12-12,50030
2019-12-13,44632
2019-12-14,40528
2019-12-15,39356
2019-12-16,45017
2019-12-17,52755
2019-12-18,55934
2019-12-19,54997
2019-12-20,46230
2019-12-21,45337
2019-12-22,44012
2019-12-23,48250
2019-12-24,43381
2019-12-25,38022
2019-12-26,37841
2019-12-27,39547
2019-12-28,39237
2019-12-29,39021
2019-12-30,45594
2019-12-31,47039
2020-01-01,41642
2020-01-02,41577
2020-01-03,40919
2020-01-04,42702
2020-01-05,39381
2020-01-06,43759
2020-01-07,45067
2020-01-08,48976
2020-01-09,42043
2020-01-10,40943
2020-01-11,44407
2020-01-12,45875
2020-01-13,43511
2020-01-14,42565
2020-01-15,42053
2020-01-16,43233
2020-01-17,44141
2020-01-18,41697
2020-01-19,42285
2020-01-20,47030
2020-01-21,48548
2020-01-22,46391
2020-01-23,45800
2020-01-24,47074
2020-01-25,42146
2020-01-26,38505
2020-01-27,41730
2020-01-28,40854
2020-01-29,46812
2020-01-30,46558
2020-01-31,46199
2020-02-01,44482
2020-02-02,39072
2020-02-03,38445
2020-02-04,42412
2020-02-05,49268
2020-02-06,56160
2020-02-07,52231
2020-02-08,41662
2020-02-09,38524
2020-02-10,44224
2020-02-11,46562
2020-02-12,48853
2020-02-13,49312
2020-02-14,54634
2020-02-15,44561
2020-02-16,38047
2020-02-17,40916
2020-02-18,42209
2020-02-19,43289
2020-02-20,46607
2020-02-21,53502
2020-02-22,44462
2020-02-23,39241
2020-02-24,40322
2020-02-25,42686
2020-02-26,48626
2020-02-27,55372
2020-02-28,48472
2020-02-29,39800
2020-03-01,37292
2020-03-02,39889
2020-03-03,41506
2020-03-04,41653
2020-03-05,41647
2020-03-06,40896
2020-03-07,39094
2020-03-08,38371
2020-03-09,39212
2020-03-10,42234
2020-03-11,46108
2020-03-12,46472
2020-03-13,45111
2020-03-14,42579
2020-03-15,41411
2020-03-16,40706
2020-03-17,44916
2020-03-18,46088
2020-03-19,48170
2020-03-20,46717
2020-03-21,40219
2020-03-22,38506
2020-03-23,43860
2020-03-24,49007
2020-03-25,52537
2020-03-26,52703
2020-03-27,51190
2020-03-28,49445
2020-03-29,39862
2020-03-30,42478
2020-03-31,42290
2020-04-01,40555
2020-04-02,40299
2020-04-03,41882
2020-04-04,40971
2020-04-05,38756
2020-04-06,40068
2020-04-07,50424
2020-04-08,55186
2020-04-09,53852
2020-04-10,44939
2020-04-11,39539
2020-04-12,45785
2020-04-13,43354
2020-04-14,37717
2020-04-15,37731
2020-04-16,38756
2020-04-17,39762
2020-04-18,39252
2020-04-19,43271
2020-04-20,46302
2020-04-21,49328
2020-04-22,48029
2020-04-23,50116
2020-04-24,53681
2020-04-25,52205
2020-04-26,45330
2020-04-27,48626
2020-04-28,52822
2020-04-29,52476
2020-04-30,48217
2020-05-01,50239
2020-05-02,53205
2020-05-03,56018
2020-05-04,60240
2020-05-05,58707
2020-05-06,49650
2020-05-07,49511
2020-05-08,48749
2020-05-09,42963
2020-05-10,42624
2020-05-11,48228
2020-05-12,46930
2020-05-13,51914
2020-05-14,57630
2020-05-15,56318
2020-05-16,50427
2020-05-17,50008
2020-05-18,59963
2020-05-19,64190
2020-05-20,62598
2020-05-21,57980
2020-05-22,61607
2020-05-23,59903
2020-05-24,56697
2020-05-25,47064
2020-05-26,49109
2020-05-27,53818
2020-05-28,53864
2020-05-29,54243
2020-05-30,52510
2020-05-31,51477
2020-06-01,52334
2020-06-02,58939
2020-06-03,59499
2020-06-04,65357
2020-06-05,65154
2020-06-06,64865
2020-06-07,64232
2020-06-08,67792
2020-06-09,67368
2020-06-10,65307
2020-06-11,61245
2020-06-12,60522
2020-06-13,59680
2020-06-14,59873
2020-06-15,64942
2020-06-16,64528
2020-06-17,65195
2020-06-18,64692
2020-06-19,62779
2020-06-20,59843
2020-06-21,57534
2020-06-22,58708
2020-06-23,58156
2020-06-24,58962
2020-06-25,59993
2020-06-26,57588
2020-06-27,60470
2020-06-28,59264
2020-06-29,64711
2020-06-30,66053
2020-07-01,67591
