,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,82109.0,83413.22222222222,82755.74074074074,81176.77777777778,78324.5925925926,74954.48148148149,72328.85185185185,70594.07407407407,69529.11111111111,69140.92592592593,69470.66666666667,70819.07407407407,74780.77777777778,80245.77777777778,82380.77777777778,82204.96296296296,81862.77777777778,81198.92592592593,80188.07407407407,79254.14814814815,78591.92592592593,77910.03703703704,77792.5925925926,79223.5925925926
1,75793.0,75757.66666666667,74674.17948717948,71791.51282051281,67426.82051282052,63338.53846153846,60684.35897435898,58795.97435897436,57757.4358974359,57521.58974358974,58635.4358974359,61860.8717948718,66767.46153846153,69914.07692307692,71662.76923076923,73401.79487179487,75192.56410256411,76661.07692307692,78000.64102564103,79285.66666666667,79928.33333333333,80193.76923076923,80237.89743589744,79873.92307692308
2,78591.41025641025,78985.94871794872,77466.7435897436,74771.61538461539,71099.33333333333,67045.89743589744,63993.94871794872,61909.58974358975,60627.333333333336,60081.48717948718,60535.769230769234,62567.205128205125,67048.51282051283,71310.84615384616,73015.61538461539,73681.97435897436,74291.56410256411,74628.61538461539,74720.02564102564,74808.02564102564,74682.97435897436,74274.0,74056.43589743589,74688.79487179487
3,79591.55319148937,81562.0425531915,81260.85106382979,79933.21276595745,77414.5744680851,74241.82978723405,71595.68085106384,69877.0425531915,68891.95744680852,68456.5744680851,68623.85106382979,69891.46808510637,73421.97872340426,78081.89361702127,79896.78723404255,79703.87234042553,78866.65957446808,77661.23404255319,76226.36170212766,74959.53191489361,73964.34042553192,73065.97872340426,72766.89361702128,74032.12765957447
4,79088.30882352941,79950.44117647059,79066.83823529411,77308.14705882352,74458.2205882353,70962.16176470589,68125.88235294117,66135.57352941176,64894.33823529412,64288.955882352944,64330.632352941175,65503.17647058824,69158.85294117648,74338.08823529411,76615.83823529411,76838.01470588235,76827.63235294117,76515.64705882352,75832.5,75155.44117647059,74688.4705882353,74140.7205882353,74054.94117647059,75666.44117647059
5,77672.54166666667,76155.79166666667,74903.25,72512.375,68569.29166666667,64635.166666666664,61674.916666666664,59489.916666666664,57949.125,56963.791666666664,56772.166666666664,57245.0,58047.25,60069.41666666667,63262.208333333336,66438.25,69175.5,71402.29166666667,73204.0,74492.75,75429.875,76256.70833333333,77005.58333333333,77207.20833333333
6,81581.92,79608.28,78186.84,75696.08,71665.08,67581.88,64343.08,61929.0,60314.84,59299.6,58990.84,59310.12,59897.68,61839.240000000005,65401.479999999996,69107.2,72357.92,75037.36,77174.04,78681.56,79714.44,80442.0,80978.56,80865.52
7,78715.36,79308.84,78385.0,77108.28,75010.0,72084.04,69637.64,67740.48,66465.12,65775.96,65669.56,66181.96,67547.68,69781.72,71776.04,73215.96,73495.2,72760.64,71385.16,69914.92,68595.84,67710.6,67688.4,69346.64
8,81703.53333333334,81031.86666666667,79487.4,76009.33333333333,70902.1,66207.76666666666,62999.76666666667,60710.5,59349.66666666667,58858.53333333333,59836.1,63078.933333333334,67714.93333333333,70621.7,72500.6,74450.36666666667,76511.4,78232.06666666667,79693.56666666667,81069.03333333333,81658.16666666667,81901.43333333333,81849.16666666667,81220.8
9,74932.52173913043,75977.08695652174,75427.08695652174,73806.21739130435,71295.26086956522,68305.17391304347,65897.0,64393.17391304348,63637.0,63437.260869565216,63991.260869565216,66079.47826086957,70845.69565217392,76663.30434782608,79062.69565217392,79220.34782608696,79222.39130434782,78903.73913043478,78277.04347826086,77709.65217391304,77294.17391304347,76741.86956521739,76666.39130434782,78131.21739130435
10,71297.23809523809,73672.76190476191,74258.09523809524,72326.80952380953,69464.95238095238,66835.61904761905,65336.333333333336,64362.380952380954,64037.23809523809,64436.619047619046,65888.28571428571,69891.0,75899.0,79052.47619047618,78924.52380952382,77699.33333333333,76376.28571428571,74948.76190476191,73723.80952380953,72776.23809523809,71736.76190476191,70808.28571428571,70527.38095238095,71022.19047619047
11,79546.29268292683,80740.63414634146,79923.70731707317,78268.56097560975,75490.31707317074,72026.65853658537,69300.0487804878,67432.73170731707,66424.87804878049,66020.78048780488,66312.31707317074,67798.65853658537,71875.12195121951,77608.73170731707,80159.26829268293,80259.0,80235.09756097561,79955.0487804878,79323.68292682926,78703.63414634146,78242.24390243902,77624.9756097561,77508.87804878049,79007.75609756098
