,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,2307.2105263157896,2321.9473684210525,2379.3684210526317,2407.4210526315787,2400.6315789473683,2312.6315789473683,2175.157894736842,2022.6315789473683,1912.7894736842104,1843.8947368421052,1811.0526315789473,1810.9473684210527,1853.421052631579,1952.8947368421052,2107.2631578947367,2258.2631578947367,2381.3684210526317,2436.2105263157896,2414.315789473684,2360.3684210526317,2295.684210526316,2240.7894736842104,2196.3684210526317,2179.157894736842
1,2305.4,2363.8,2442.75,2458.6,2407.85,2333.65,2224.5,2082.8,1946.95,1837.95,1777.9,1743.2,1744.95,1785.55,1879.6,2014.65,2165.3,2300.0,2393.85,2426.05,2412.7,2383.6,2349.8,2329.55
2,2353.878787878788,2391.6969696969695,2437.6060606060605,2470.4242424242425,2440.469696969697,2303.378787878788,2092.4242424242425,1898.621212121212,1777.3030303030303,1706.1060606060605,1672.5151515151515,1677.2424242424242,1748.0454545454545,1952.1969696969695,2269.727272727273,2459.227272727273,2462.590909090909,2446.6060606060605,2434.242424242424,2414.242424242424,2398.818181818182,2384.681818181818,2361.757575757576,2350.1969696969695
3,2401.55,2439.9,2442.6,2410.6,2359.8,2299.8,2159.7,1983.35,1831.5,1726.5,1662.1,1623.1,1621.3,1642.4,1699.1,1807.0500000000002,1953.5,2074.3,2165.05,2227.35,2271.5,2313.05,2353.15,2400.3
4,2169.472222222222,2220.9166666666665,2242.0555555555557,2247.472222222222,2244.472222222222,2173.8333333333335,2012.0833333333333,1831.111111111111,1713.138888888889,1640.4166666666667,1604.5277777777778,1603.888888888889,1654.9444444444443,1797.6944444444443,2015.2222222222222,2192.6944444444443,2278.8888888888887,2335.5833333333335,2365.8611111111113,2378.222222222222,2401.5,2394.3333333333335,2367.1111111111113,2361.3055555555557
5,2369.4736842105262,2413.7894736842104,2424.2368421052633,2385.5789473684213,2334.2368421052633,2262.9736842105262,2106.3684210526317,1919.9736842105262,1780.7368421052631,1697.842105263158,1649.7105263157894,1634.8684210526317,1671.078947368421,1776.578947368421,1939.3684210526317,2100.7105263157896,2202.2105263157896,2264.842105263158,2294.157894736842,2305.684210526316,2308.1315789473683,2286.5789473684213,2270.0789473684213,2271.2105263157896
6,2437.15,2468.875,2470.575,2456.1,2437.175,2338.85,2132.575,1927.425,1775.05,1693.325,1641.7,1628.825,1677.175,1825.825,2066.075,2245.7,2308.75,2348.3,2383.725,2400.75,2421.975,2442.775,2448.95,2453.4
7,2146.2903225806454,2212.7096774193546,2258.6774193548385,2297.4193548387098,2305.1290322580644,2202.516129032258,2008.741935483871,1828.1612903225807,1705.1612903225807,1648.6774193548388,1627.0,1642.8709677419354,1733.0645161290322,1951.8709677419356,2268.9032258064517,2455.2580645161293,2454.2903225806454,2427.935483870968,2408.1612903225805,2376.2903225806454,2362.8709677419356,2343.8064516129034,2317.0967741935483,2303.4193548387098
8,2353.1052631578946,2378.2982456140353,2381.9824561403507,2396.8596491228072,2389.40350877193,2276.877192982456,2067.3333333333335,1868.3333333333333,1734.6842105263158,1659.298245614035,1616.157894736842,1613.4561403508771,1672.8245614035088,1843.8245614035088,2123.9298245614036,2299.561403508772,2321.7368421052633,2333.5087719298244,2339.7017543859647,2343.7719298245615,2345.6666666666665,2346.8947368421054,2334.8596491228072,2329.280701754386
9,2380.866666666667,2402.3333333333335,2397.0333333333333,2347.7,2303.5666666666666,2214.3333333333335,2066.9666666666667,1897.2666666666667,1760.3666666666666,1666.5333333333333,1609.3,1582.0666666666666,1586.8666666666668,1627.3,1702.2333333333333,1825.5333333333335,1971.2999999999997,2093.3333333333335,2153.266666666667,2174.2,2176.9333333333334,2175.866666666667,2176.633333333333,2197.633333333333
