,Silhouette,DB
3,0.258629535866995,1.3153487291978094
4,0.27606127129071045,1.174532994718255
5,0.2498438743692012,1.2289345239482077
6,0.2469162012288439,1.1843991551137307
7,0.24506088636249182,1.1974271653447686
8,0.24545507279781795,1.1786640646350712
9,0.24379205666066212,1.2171391789085544
10,0.23749239990117768,1.2026866345553748
11,0.23729625061813678,1.187701266494565
12,0.23612934896520993,1.230288025838546
13,0.2392988476597312,1.1990683583820831
14,0.2225523194440686,1.2504078722572036
