,Silhouette,DB
3,0.31656004409628846,1.1378898231059231
4,0.28383867860186346,1.1812204788073144
5,0.25438319806105975,1.2663100500846407
6,0.22055061452489327,1.3854009843963349
7,0.22788101587281434,1.2607512012458861
8,0.2271658128589611,1.2910349138663966
9,0.22406258707321153,1.2515414579067894
10,0.21694556572346077,1.3078482812576695
11,0.22188675916361117,1.2864607532828882
12,0.21733787637195054,1.2940445440408601
13,0.21545528292707086,1.2848395492816769
14,0.21865137988499742,1.26508209905199
