,Silhouette,DB
3,0.266298149861595,1.266833810904062
4,0.3052280917113942,1.0992913036562417
5,0.3099467859131482,1.1155157775895177
6,0.27052970629193024,1.2576536283342388
7,0.24421388527456525,1.232189984104514
8,0.25796271706739227,1.30098761871438
9,0.25062006170214807,1.2584705936380296
10,0.23682080464459998,1.2503966369740858
11,0.25068113035196526,1.2178259358861032
12,0.25434603047871934,1.1949031416231908
13,0.22911400007199098,1.1869241974711011
14,0.2378278335416601,1.2163433162642387
