,Silhouette,DB
3,0.336479021584313,1.031876657474475
4,0.3546695111591936,0.8465382271869426
5,0.3028475196195998,0.9270876512913352
6,0.31438973083038774,0.9899355416751002
7,0.26723244039081295,1.0709845415320838
8,0.271893816665496,1.0022290260532403
9,0.23647271033383196,1.0735145290595
10,0.23969911431951912,1.1128098024901907
11,0.23736613245031235,1.1080096721972572
12,0.24249949590281586,1.0851173439891355
13,0.24316055925125463,1.0937066294129363
14,0.24474049571239107,1.0826471488180525
