,Silhouette,DB
3,0.38179555732512377,0.9700554826768553
4,0.3628022919605958,0.9945787341507628
5,0.3067508140546342,1.1478958750283887
6,0.30183150148095905,1.157882641276804
7,0.2952365320227904,1.1510616985178677
8,0.27431562361477374,1.2078203804518781
9,0.25653156557052087,1.1941517494111884
10,0.2589369671266913,1.1857907166455814
11,0.2519754687838666,1.2118662992492324
12,0.27291882526480127,1.1152765771397364
13,0.25069536641524665,1.1275770191018226
14,0.2560603902210315,1.1570454778943489
