,Silhouette,DB
3,0.4286441442674631,0.8808297933750193
4,0.40625351127340903,0.9067482514634726
5,0.3458716480914516,1.0421219403646504
6,0.28721036578771864,1.1749295199023748
7,0.29288088609917284,1.1439209200554212
8,0.27079467998572787,1.196765207311691
9,0.27566518045096644,1.1383039246700655
10,0.2643826029910882,1.1879196856284386
11,0.2550242549831226,1.2202887431443705
12,0.26719028332449635,1.1517129523067486
13,0.25943194263964175,1.1836555758367124
14,0.2551928634455087,1.161817103992996
