,Silhouette,DB
3,0.2648425855954922,1.3105304073090498
4,0.24826546441167613,1.3285753905910078
5,0.21995502466128444,1.478830055456259
6,0.21724668117389417,1.4882431815798078
7,0.19797781843366583,1.4715406862364397
8,0.1976705392090342,1.541325189386788
9,0.19573130603466452,1.5012888767228554
10,0.19718016653094564,1.4828150361617536
11,0.19853362193378343,1.4891546893634546
12,0.19106491796560995,1.4893785815167158
13,0.19916580522744043,1.4111922626386009
14,0.20195240011823884,1.401913046953481
