,Silhouette,DB
3,0.442939581428905,0.7266429386797876
4,0.39150485543290686,0.8292456012766867
5,0.38485161301266757,0.8580328411659325
6,0.3480101092010291,0.9605017918089795
7,0.33276675641926,0.9919459517004806
8,0.3038073547299105,1.0179642583583508
9,0.3033517177728036,1.038515841081749
10,0.30044433357786693,1.0023536495711147
11,0.29594948877071214,0.9740004134666393
12,0.2889235051812485,1.0442248673826546
13,0.25424368118744467,1.0516954577682633
14,0.2582507321164052,1.067550108773339
