,Silhouette,DB
3,0.39124648471705525,0.90855229484236
4,0.37367786165607203,1.0034701175856608
5,0.3113837075314794,1.1374552959582636
6,0.31372551026783524,1.0516756717878752
7,0.3027088849736091,1.145579143381789
8,0.28190065785521995,1.1629754629254847
9,0.24728169171212167,1.1792867503075521
10,0.24213986552318467,1.3018453594945
11,0.23548166109526456,1.251286494737097
12,0.23135977787299378,1.2417332701968136
13,0.23882709217038908,1.2117781017823015
14,0.23364278530163698,1.2853274919501454
