,Silhouette,DB
3,0.4286441442674631,0.8808297933750193
4,0.40625351127340903,0.9067482514634726
5,0.3458716480914516,1.0421219403646504
6,0.2866434561287936,1.1780155229013571
7,0.29359672545236015,1.1469733896414411
8,0.2708819528166799,1.189757495178509
9,0.27359544917043005,1.1468104830294903
10,0.26152020457209124,1.2070842197909548
11,0.2664291255638127,1.1580541338892518
12,0.2616624881595571,1.1853995407483648
13,0.263417216528305,1.1802962998396158
14,0.24760658797388935,1.1980005428569886
