,Silhouette,DB
3,0.3868695473901579,1.0719678017858758
4,0.3250471068484137,1.1730569828646145
5,0.30943548730845305,1.1591304903086626
6,0.30515474375757606,1.105030794537153
7,0.2578083538479588,1.2739736700323958
8,0.25272718784666853,1.2363018543091058
9,0.26217090082836814,1.1676660083261732
10,0.25546876479649683,1.1668319957442488
11,0.2449091072188836,1.2109107604089322
12,0.24927965259500204,1.1798872305451258
13,0.2528332228810324,1.1505984173901889
14,0.25327971762309914,1.162616766470639
