,Silhouette,DB
3,0.2977103871603147,1.2328237630062135
4,0.2739661105137502,1.2048845354213413
5,0.2697620364433587,1.1822604737603022
6,0.24144977555561872,1.2443643716771247
7,0.2455503793505162,1.2322590029751104
8,0.23674293692232481,1.2677452227733363
9,0.25700799519447814,1.1093568920855132
10,0.2521170640167951,1.087479005773662
11,0.23494544347972923,1.1640792585920634
12,0.24051242704291376,1.1145454758484235
13,0.24826394016108044,1.1197569958627565
14,0.24535576391610103,1.1166523650206894
