,Silhouette,DB
3,0.4094564482524619,0.868209464928372
4,0.4015601794249093,0.9668560399674113
5,0.31105191526717824,1.1285006410155174
6,0.30878374701563355,1.1091421806947144
7,0.2999397070911429,1.1001208243385416
8,0.2621083263320587,1.1749040513786793
9,0.27069550666462605,1.1116085795209885
10,0.26762384076471774,1.1161985557420744
11,0.2670094537084796,1.1321486633622433
12,0.24738047698826562,1.1691735644251506
13,0.24518718329472894,1.1714638530916153
14,0.24684238880776108,1.1724087359033066
