,DB
2,1.014864124235824
3,1.1526888447380974
4,1.1528739613506744
5,1.1522853722025057
6,1.1198049381845832
7,1.0450024382888117
8,1.0803292177274737
9,1.081003773547006
10,1.083168132344045
11,1.024314192324537
12,1.0864983254804368
13,1.1280356590803196
14,1.1441822840308262
