date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015-09-04,40696,39143,38547,36493,33791,31081,28959,27442,26394,25713,25566,26287,27939,29002,30266,32198,34474,36622,38453,40148,41103,41790,42060,41464
2015-09-05,40102,38191,37170,35367,33131,30833,28854,27302,26216,25413,24993,24964,25112,25358,27355,29997,32608,34903,36650,38031,38952,39478,39737,39373
2015-09-06,38385,36954,36188,34582,32462,30316,28555,27213,26203,25398,24888,24706,24851,24832,26787,29418,31946,34411,36518,38214,39417,40241,40574,40373
2015-09-07,39339,37607,36697,34976,32720,30429,28617,27168,26178,25411,24955,24966,25189,25063,26407,28752,31233,33549,35375,36803,37633,38190,38464,38346
2015-09-08,37496,36485,35855,34017,31398,28917,27234,26041,25212,24731,24748,25691,27817,28838,29763,31303,33122,34540,35870,37160,37798,37837,37257,36124
2015-09-09,34918,34117,33648,32035,29666,27336,25790,24768,24155,23805,23808,24682,26561,27646,28349,29319,30530,31728,33038,34518,35530,36311,36889,36650
2015-09-10,35768,34541,33877,32071,29384,26936,25250,24165,23332,22912,22931,23831,25756,26701,27655,29222,31182,33055,34903,36578,37687,38421,38676,38047
2015-09-11,36841,35495,34520,32244,29475,26965,25095,23879,23025,22499,22393,23015,24928,25834,26325,27156,28108,29049,29898,30756,31048,31305,31358,30790
2015-09-12,29414,28193,27768,26651,25099,23361,22134,21180,20487,20091,19963,20164,20571,20805,21729,22736,23702,24413,25147,25823,26506,27189,27780,27816
2015-09-13,27162,26321,26136,25087,23675,22090,20919,20054,19524,19140,19060,19192,19493,19626,20602,21706,22726,23744,24816,25949,27063,28201,29125,29599
2015-09-14,29296,28704,28655,27361,25474,23502,22039,21213,20679,20414,20564,21570,23535,24664,25396,26382,27557,28713,29967,31421,32559,33458,34062,33859
2015-09-15,32947,32034,31772,30097,27726,25431,23655,22587,21873,21473,21499,22398,24352,25231,25810,26798,28172,29527,31051,32561,33814,34893,35558,35328
