,DB
2,0.8466312992967285
3,1.1043697740401288
4,1.1411122058621568
5,1.1512544399143199
6,1.2579384200594876
7,1.1012889449955638
8,1.146806059664341
9,1.1137398178409172
10,1.1200985848263305
11,1.1156714232531721
12,1.1405102779251817
13,1.099127009139508
14,1.1197546524623625
