date,Temperature (F)
2016-01-01,33.20600000000003
2016-01-02,36.104000000000056
2016-01-03,36.391999999999996
2016-01-04,32.61200000000006
2016-01-05,34.754000000000055
2016-01-06,39.38000000000004
2016-01-07,43.03399999999999
2016-01-08,43.88000000000004
2016-01-09,39.77600000000009
2016-01-10,28.472000000000037
2016-01-11,25.37600000000009
2016-01-12,23.95400000000005
2016-01-13,31.49600000000005
2016-01-14,41.81000000000008
2016-01-15,40.46000000000008
2016-01-16,32.63000000000004
2016-01-17,21.866000000000007
2016-01-18,19.27400000000001
2016-01-19,26.09600000000005
2016-01-20,31.82000000000006
2016-01-21,34.93399999999999
2016-01-22,30.938000000000045
2016-01-23,33.49400000000007
2016-01-24,38.372000000000035
2016-01-25,43.28600000000007
2016-01-26,39.668000000000085
2016-01-27,37.958000000000006
2016-01-28,42.13399999999999
2016-01-29,41.57600000000009
2016-01-30,49.83800000000005
2016-01-31,51.56600000000001
2016-02-01,49.424000000000014
2016-02-02,48.48800000000004
2016-02-03,43.57400000000001
2016-02-04,35.924000000000014
2016-02-05,37.202000000000076
2016-02-06,42.58399999999999
2016-02-07,46.148000000000025
2016-02-08,36.06800000000008
2016-02-09,28.97600000000009
2016-02-10,27.716000000000008
2016-02-11,33.242
2016-02-12,31.76600000000001
2016-02-13,25.970000000000063
2016-02-14,32.03600000000007
2016-02-15,40.73000000000004
2016-02-16,42.58399999999999
2016-02-17,41.09000000000002
2016-02-18,46.291999999999994
2016-02-19,57.524000000000015
2016-02-20,58.80200000000008
2016-02-21,50.57600000000009
2016-02-22,46.90400000000005
2016-02-23,48.70400000000005
2016-02-24,41.12600000000009
2016-02-25,40.78399999999999
2016-02-26,41.45
2016-02-27,54.35600000000003
2016-02-28,56.228000000000065
2016-03-01,41.03600000000007
2016-03-02,40.51400000000003
2016-03-03,44.63600000000007
2016-03-04,45.59000000000002
2016-03-05,49.01000000000008
2016-03-06,54.53600000000007
2016-03-07,63.21200000000006
2016-03-08,66.92000000000007
2016-03-09,60.62000000000006
2016-03-10,56.82200000000004
2016-03-11,59.88200000000002
2016-03-12,62.924000000000014
2016-03-13,59.900000000000006
2016-03-14,64.77800000000008
2016-03-15,65.084
2016-03-16,58.17200000000004
2016-03-17,56.354000000000056
2016-03-18,51.51200000000006
2016-03-19,46.36400000000003
2016-03-20,46.004000000000055
2016-03-21,50.70200000000008
2016-03-22,58.87400000000001
2016-03-23,52.10600000000003
2016-03-24,51.20600000000003
2016-03-25,51.35
2016-03-26,57.110000000000085
2016-03-27,59.81000000000009
2016-03-28,58.1
2016-03-29,60.8
2016-03-30,62.024000000000015
2016-03-31,62.708000000000006
2016-04-01,54.35600000000003
2016-04-02,46.47200000000004
2016-04-03,61.05200000000008
2016-04-04,52.05200000000008
2016-04-05,52.592
2016-04-06,55.346000000000046
2016-04-07,51.944000000000074
2016-04-08,48.056000000000026
2016-04-09,47.13800000000005
2016-04-10,56.37200000000004
2016-04-11,55.05800000000001
2016-04-12,56.39000000000002
2016-04-13,61.84400000000008
2016-04-14,66.59600000000006
2016-04-15,70.41200000000006
2016-04-16,73.4
2016-04-17,74.69600000000005
2016-04-18,74.76800000000009
2016-04-19,65.26400000000004
2016-04-20,68.792
2016-04-21,67.53200000000001
2016-04-22,64.31000000000009
2016-04-23,67.62200000000004
2016-04-24,69.63800000000005
2016-04-25,73.14800000000002
2016-04-26,64.97600000000008
2016-04-27,63.266000000000005
2016-04-28,62.07800000000007
2016-04-29,62.780000000000044
2016-04-30,61.98800000000004
2016-05-01,64.77800000000008
2016-05-02,63.69800000000002
2016-05-03,66.68600000000006
2016-05-04,62.366000000000014
2016-05-05,68.0
2016-05-06,76.01000000000008
2016-05-07,70.39400000000008
2016-05-08,70.39400000000008
2016-05-09,68.07200000000003
2016-05-10,68.70200000000008
2016-05-11,72.91400000000004
2016-05-12,71.20400000000006
2016-05-13,66.86600000000001
2016-05-14,58.38800000000005
2016-05-15,61.52000000000007
2016-05-16,65.35400000000006
2016-05-17,65.12000000000006
2016-05-18,68.73800000000006
2016-05-19,71.36600000000001
2016-05-20,70.88000000000005
2016-05-21,74.642
2016-05-22,76.5680000000001
2016-05-23,77.63000000000005
2016-05-24,80.45600000000003
2016-05-25,78.90800000000002
2016-05-26,78.87200000000004
2016-05-27,77.66600000000001
2016-05-28,79.17800000000007
2016-05-29,79.82600000000009
2016-05-30,80.924
2016-05-31,78.31400000000004
2016-06-01,76.65800000000002
2016-06-02,76.47800000000007
2016-06-03,77.39600000000004
2016-06-04,74.55200000000008
2016-06-05,77.21600000000001
2016-06-06,77.91800000000009
2016-06-07,73.50800000000001
2016-06-08,76.334
2016-06-09,80.36600000000001
2016-06-10,85.22600000000008
2016-06-11,86.39600000000004
2016-06-12,79.79000000000002
2016-06-13,81.5
2016-06-14,80.78000000000004
2016-06-15,83.984
2016-06-16,82.43600000000006
2016-06-17,84.56000000000009
2016-06-18,84.93800000000005
2016-06-19,86.41400000000004
2016-06-20,85.38800000000005
2016-06-21,82.74199999999999
2016-06-22,83.55200000000008
2016-06-23,82.50800000000001
2016-06-24,84.27200000000005
2016-06-25,87.29600000000005
2016-06-26,87.11600000000001
2016-06-27,85.334
2016-06-28,78.458
2016-06-29,80.31200000000007
2016-06-30,81.01400000000004
2016-07-01,79.44800000000004
2016-07-02,79.25
2016-07-03,80.16800000000009
2016-07-04,82.79600000000005
2016-07-05,86.45
2016-07-06,84.092
2016-07-07,84.84800000000003
2016-07-08,84.95600000000003
2016-07-09,82.97600000000008
2016-07-10,83.84000000000003
