,DB
2,1.014864124235824
3,1.1561490447122675
4,1.1528739613506742
5,1.1562996480433583
6,1.1200593832402557
7,1.0450024382888117
8,1.07123451154637
9,1.0753219153993878
10,1.095855914304463
11,1.0314520195099144
12,1.108103272366095
13,1.1588604516060041
14,1.1393750315269655
