,DB
2,0.9435076302621717
3,1.0364356404907975
4,1.1730084680773663
5,1.221224536486282
6,1.1954718093642809
7,1.0871109010740596
8,1.1684494856912937
9,1.1431060883603843
10,1.1138158241854366
11,1.1254653132277328
12,1.1002408433955757
13,1.1541729653649329
14,1.2123597702775382
