date,Peak Demand (MW)
2016-09-23,2437
2016-09-24,2352
2016-09-25,2245
2016-09-26,2815
2016-09-27,2960
2016-09-28,2602
2016-09-29,2564
2016-09-30,2470
2016-10-01,2335
2016-10-02,2233
2016-10-03,2440
2016-10-04,2561
2016-10-05,2533
2016-10-06,2539
2016-10-07,2530
2016-10-08,2420
2016-10-09,2269
2016-10-10,2439
2016-10-11,2581
2016-10-12,2573
2016-10-13,2552
2016-10-14,2601
2016-10-15,2461
2016-10-16,2394
2016-10-17,2520
2016-10-18,2652
2016-10-19,2620
2016-10-20,2627
2016-10-21,2577
2016-10-22,2458
2016-10-23,2300
2016-10-24,2496
2016-10-25,2676
2016-10-26,2600
2016-10-27,2635
2016-10-28,2594
2016-10-29,2420
2016-10-30,2328
2016-10-31,2541
2016-11-01,2535
2016-11-02,2618
2016-11-03,2634
2016-11-04,2578
2016-11-05,2470
2016-11-06,2465
2016-11-07,2491
2016-11-08,2645
2016-11-09,2604
2016-11-10,2614
2016-11-11,2591
2016-11-12,2563
2016-11-13,2391
2016-11-14,2544
2016-11-15,2739
2016-11-16,2784
2016-11-17,2865
2016-11-18,2833
2016-11-19,2827
2016-11-20,2543
2016-11-21,2645
2016-11-22,2772
2016-11-23,2849
2016-11-24,2869
2016-11-25,2484
2016-11-26,2561
2016-11-27,2589
2016-11-28,2861
2016-11-29,2969
2016-11-30,2910
2016-12-01,2981
2016-12-02,3006
2016-12-03,2980
2016-12-04,2693
2016-12-05,3096
2016-12-06,3356
2016-12-07,3360
2016-12-08,3530
2016-12-09,3675
2016-12-10,3346
2016-12-11,2983
2016-12-12,3023
2016-12-13,3186
2016-12-14,3454
2016-12-15,3737
2016-12-16,3582
2016-12-17,3463
2016-12-18,3338
2016-12-19,3306
2016-12-20,3284
2016-12-21,3192
2016-12-22,3334
2016-12-23,3277
2016-12-24,3026
2016-12-25,2901
2016-12-26,3043
2016-12-27,3182
2016-12-28,3137
2016-12-29,3155
2016-12-30,3160
2016-12-31,3043
2017-01-01,3205
2017-01-02,3184
2017-01-03,3506
2017-01-04,3711
2017-01-05,3746
2017-01-06,3763
2017-01-07,3595
2017-01-08,3653
2017-01-09,3476
2017-01-10,3390
2017-01-11,3426
2017-01-12,3411
2017-01-13,3595
2017-01-14,3641
2017-01-15,3543
2017-01-16,3510
2017-01-17,3612
2017-01-18,3529
2017-01-19,3164
2017-01-20,3009
2017-01-21,3035
2017-01-22,2892
2017-01-23,3096
2017-01-24,3312
2017-01-25,3165
2017-01-26,3097
2017-01-27,3136
2017-01-28,2954
2017-01-29,2896
2017-01-30,2963
2017-01-31,3094
2017-02-01,3258
2017-02-02,3434
2017-02-03,3413
2017-02-04,3291
2017-02-05,2943
2017-02-06,3114
2017-02-07,3223
2017-02-08,3256
2017-02-09,3247
2017-02-10,2842
2017-02-11,2896
2017-02-12,2771
2017-02-13,3145
2017-02-14,3115
2017-02-15,2940
2017-02-16,2979
2017-02-17,2992
