,DB
2,1.1092693577724844
3,1.0724346140928496
4,1.3343448440479397
5,1.2727668695196752
6,1.2025547378477317
7,1.1822772278683682
8,1.182613855799612
9,1.1083741655578656
10,1.1601014062321662
11,1.1070205156979382
12,1.0859487141436779
13,1.1649401308442906
14,1.083128785971194
