,DB
2,0.8466312992967285
3,1.1043697740401288
4,1.1410378748223253
5,1.1436980786160138
6,1.2583968295146601
7,1.1223809431569614
8,1.1514584447289624
9,1.0832803372033235
10,1.1231642933143777
11,1.0724591982863179
12,1.1049257382547777
13,1.1587983266158113
14,1.1444944514274267
