,DB
2,0.984056480433892
3,1.125570953970906
4,1.1557557653007533
5,1.184422625968692
6,1.1714557840911513
7,1.1633480728092944
8,1.1434203159551175
9,1.1213208608337593
10,1.1886800231370716
11,1.1846556121414618
12,1.1312410783728197
13,1.1884552416219512
14,1.1593012016858368
