,DB
2,0.9486614334901087
3,0.7277952163828413
4,0.8399453683572583
5,0.9937106286162098
6,1.0005965449813103
7,0.9932381438338328
8,1.0184556658670347
9,1.0044998716283695
10,0.9784192562408242
11,1.0221592505058124
12,1.1010743649901749
13,1.0744965769417947
14,1.0635295996290943
