,DB
2,0.9592430327187685
3,0.8483355858386279
4,0.9328896624083189
5,1.0618065134661125
6,1.1138889697534833
7,1.1588980314031936
8,1.1434729519053746
9,1.0721809367552122
10,1.0790351591943572
11,1.0664034438500745
12,1.135078803737781
13,1.1719048699464756
14,1.2324635593080122
