,DB
2,0.5938814996780751
3,0.6352533507752884
4,0.8232178450249836
5,1.0157001254523073
6,0.992866444837103
7,1.0513618235850302
8,0.9836761459829308
9,1.03638907252581
10,0.8851238598203175
11,0.8955542833926919
12,0.8050491946330368
13,0.8444560022719572
14,0.8543069070294382
