,DB
2,0.9592430327187685
3,0.8483355858386279
4,0.9230580569701198
5,1.0869784135522638
6,1.0815139365014994
7,1.1439566451577534
8,1.222363217390444
9,1.0800717217184554
10,1.1474784556190907
11,1.1702678419271473
12,1.1230318225061497
13,1.1518399280479006
14,1.1783912050359864
