,DB
2,0.8756682773276043
3,1.2638784019998013
4,1.1891957018443153
5,1.1721158528961868
6,1.1700512527565996
7,1.1031695679816023
8,1.129916616573807
9,1.1253787163494804
10,1.095959308594008
11,1.0728253490494708
12,1.059451380020305
13,1.0925629587034535
14,1.1252094967567252
