,DB
2,0.9592430327187685
3,0.8483355858386279
4,0.9113824385197602
5,1.0689126476514954
6,1.094123167566352
7,1.1459139951093529
8,1.225492037831158
9,1.0601022285297677
10,1.1582211836463103
11,1.1191928298524296
12,1.165021916289999
13,1.1489356369385235
14,1.1535610137806214
