,DB
2,1.1631057779761467
3,1.057993269925683
4,1.1005082278261988
5,1.1784841468771112
6,1.1868119469223417
7,1.0804739675091006
8,1.1170616794404151
9,1.174671090928578
10,1.1193391512649276
11,1.1365943334834285
12,1.1689698736239065
13,1.2389232960360537
14,1.2448284775866618
