,DB
2,0.9435076302621717
3,1.0306893037475078
4,1.140746819276578
5,1.1719130378166998
6,1.1852479188579033
7,1.0866229618817291
8,1.1712714544770304
9,1.1533421109018662
10,1.1983341084453085
11,1.1354361731808869
12,1.160815083162831
13,1.1806590276865794
14,1.1314729442064013
