,DB
2,0.9740151329972268
3,1.1390125783101663
4,1.199828138115409
5,1.1772797318892985
6,1.2633431840271514
7,1.3074709985963178
8,1.3278903722619733
9,1.2892885903178937
10,1.3392277327615312
11,1.2448530082588292
12,1.3113063993840017
13,1.3776611283484679
14,1.3217509654534727
