,DB
2,0.852629991118314
3,0.9352741691204218
4,1.0029744871320094
5,1.1543873403292124
6,1.0586073054260619
7,1.1319735717877961
8,1.233156377454881
9,1.2401885894507616
10,1.2988153607182427
11,1.2966555201000312
12,1.2951361355736013
13,1.2381717690927145
14,1.1984108729563967
