,DB
2,1.014864124235824
3,1.1561490447122675
4,1.1528739613506742
5,1.1515456784470057
6,1.1192065900529917
7,1.0450024382888117
8,1.0770535377795871
9,1.0524833695498788
10,1.052886303215309
11,1.0289393902219819
12,1.16160277890193
13,1.124683580543218
14,1.1573612128541664
